id;locale;key;valueEn;value;isPublic;
550e8400-e29b-41d4-a716-400000000000;ua;AUTH.GREETINGS;Greetings fellow, Honkler!;Привіт, Хонклер!;
550e8400-e29b-41d4-a716-400000000001;ua;AUTH.FORGOT_PASSWORD;Forgot password;Забули пароль;
550e8400-e29b-41d4-a716-400000000002;ua;AUTH.LETS_HONK;Let''s Honk!;Давайте гудити!;
550e8400-e29b-41d4-a716-400000000003;ua;AUTH.BECOME_HONKLER;Become a Honkler!;Станьте Хонклером!;
550e8400-e29b-41d4-a716-400000000004;ua;AUTH.BACK_TO_LOGIN;Back to login;Повернутися до входу;
550e8400-e29b-41d4-a716-400000000005;ua;AUTH.LOGIN;Login;Вхід;
550e8400-e29b-41d4-a716-400000000006;ua;AUTH.EMAIL;Email;Електронна пошта;
550e8400-e29b-41d4-a716-400000000007;ua;AUTH.BROKEN_HONKLER;Broken Honkler;Зламаний Хонклер;
550e8400-e29b-41d4-a716-400000000008;ua;AUTH.COUNTRY;Country;Країна;
550e8400-e29b-41d4-a716-400000000009;ua;AUTH.EMAIL_AGAIN;Email again please;Повторіть електронну пошту, будь ласка;
550e8400-e29b-41d4-a716-400000000010;ua;AUTH.PASSWORD;Password;Пароль;
550e8400-e29b-41d4-a716-400000000011;ua;AUTH.CONFIRM_PASSWORD;Confirm your password;Підтвердіть свій пароль;
550e8400-e29b-41d4-a716-400000000012;ua;AUTH.FULL_NAME;Full name;Повне ім''я;
550e8400-e29b-41d4-a716-400000000013;ua;AUTH.TODAYS_DATE;Today''s date;Сьогоднішня дата;
550e8400-e29b-41d4-a716-400000000014;ua;AUTH.REMEMBER_ME;Remember me;Запам''ятати мене;
550e8400-e29b-41d4-a716-400000000015;ua;AUTH.RESET_HONK;Reset honk;Скинути гудок;
550e8400-e29b-41d4-a716-400000000016;ua;AUTH.RESET_YOUR_HONK;Reset your Honk!;Скиньте свій гудок!;
550e8400-e29b-41d4-a716-400000000017;ua;PAGE_NOT_FOUND.PAGE_NOT_FOUND;Oops! Page not found.;Ой! Сторінку не знайдено.;
550e8400-e29b-41d4-a716-400000000018;ua;PAGE_NOT_FOUND.PAGE_UNAVAILABLE;Sorry, the page you are looking for might have been removed or is temporarily unavailable.;Вибачте, сторінка, яку ви шукаєте, можливо, була видалена або тимчасово недоступна.;
550e8400-e29b-41d4-a716-400000000019;ua;AUTH.NEW_PASSWORD;New password;Новий пароль;
550e8400-e29b-41d4-a716-400000000020;ua;AUTH.NO_COMPLAINTS;I have no complaints about the site and will not have in the future;У мене немає скарг на сайт і не буде в майбутньому;
550e8400-e29b-41d4-a716-400000000021;ua;SELECT.NO_OPTIONS;No options;Немає варіантів;
550e8400-e29b-41d4-a716-400000000022;ua;SELECT.SELECT_OPTION;Select an option;Виберіть варіант;
550e8400-e29b-41d4-a716-400000000023;ua;PAGINATOR.SELECT_PAGE;Select page.;Виберіть сторінку.;
550e8400-e29b-41d4-a716-400000000024;ua;FOOTER.HONKING_SINCE;We have been honking since 2024.;Ми гудимо з 2024 року.;
550e8400-e29b-41d4-a716-400000000025;ua;USER.MENU.NOTIFICATIONS;Notifications;Сповіщення;
550e8400-e29b-41d4-a716-400000000026;ua;USER.MENU.SETTINGS;Settings;Налаштування;
550e8400-e29b-41d4-a716-400000000027;ua;USER.MENU.LOGOUT;Logout;Вихід;
550e8400-e29b-41d4-a716-400000000028;ua;COMMON.STATUS;Status;Статус;
550e8400-e29b-41d4-a716-400000000029;ua;COMMON.SCORE;Score;Оцінка;
550e8400-e29b-41d4-a716-400000000030;ua;COMMON.LOCATION;Location;Місцезнаходження;
550e8400-e29b-41d4-a716-400000000031;ua;COMMON.FILTER.SEARCH;Search;Пошук;
550e8400-e29b-41d4-a716-400000000032;ua;COMMON.ID;ID;ID;
550e8400-e29b-41d4-a716-400000000033;ua;COMMON.CREATED;Created;Створено;
550e8400-e29b-41d4-a716-400000000034;ua;COMMON.UPDATED;Updated;Оновлено;
550e8400-e29b-41d4-a716-400000000035;ua;COMMON.NAME;Name;Ім''я;
550e8400-e29b-41d4-a716-400000000036;ua;COMMON.EMAIL;Email;Електронна пошта;
550e8400-e29b-41d4-a716-400000000037;ua;COMMON.LINK;Link;Посилання;
550e8400-e29b-41d4-a716-400000000038;ua;COMMON.TITLE;Title;Назва;
550e8400-e29b-41d4-a716-400000000039;ua;COMMON.COMPANY;Company;Компанія;
550e8400-e29b-41d4-a716-400000000040;ua;COMMON.HR;Human Resources;Відділ кадрів;
550e8400-e29b-41d4-a716-400000000041;ua;PAGINATOR.ITEMS_PER_PAGE;Items per page;Елементів на сторінку;
550e8400-e29b-41d4-a716-400000000042;ua;COMMON.FILTER.RESET_FILTERS;Reset filters;Скинути фільтри;
550e8400-e29b-41d4-a716-400000000043;ua;FILTER.ZERO_ITEMS;There are zero items following your filter''s request;Немає елементів, що відповідають вашому запиту фільтра;
550e8400-e29b-41d4-a716-400000000045;ua;ERROR.GENERIC;An error occurred. Please try again.;Сталася помилка. Будь ласка, спробуйте ще раз.;
550e8400-e29b-41d4-a716-400000000046;ua;ERROR.FORM_VALIDATION;Double-check the completed form, correct any errors and try again to continue.;Перевірте заповнену форму, виправте помилки та спробуйте ще раз продовжити.;
550e8400-e29b-41d4-a716-400000000047;ua;PAGE_UNDER_DEVELOPMENT.OOPS;Oops! This page is under development.;Ой! Ця сторінка в розробці.;
550e8400-e29b-41d4-a716-400000000048;ua;PAGE_UNDER_DEVELOPMENT.SORRY;Sorry, the page you are looking for is currently under development.;Вибачте, сторінка, яку ви шукаєте, наразі в розробці.;
550e8400-e29b-41d4-a716-400000000049;ua;MENU.HOME;Home;Головна;
550e8400-e29b-41d4-a716-400000000050;ua;MENU.VACANCIES;Vacancies;Вакансії;
550e8400-e29b-41d4-a716-400000000051;ua;MENU.PROFILE;Profile;Профіль;
550e8400-e29b-41d4-a716-400000000052;ua;MENU.SETTINGS;Settings;Налаштування;
550e8400-e29b-41d4-a716-400000000053;ua;COMMON.ACTIVE;Active;Активний;
550e8400-e29b-41d4-a716-400000000054;ua;DATEPICKER.DATE_RANGE;Date range;Діапазон дат;
550e8400-e29b-41d4-a716-400000000055;ua;DATEPICKER.DATE;Date;Дата;
550e8400-e29b-41d4-a716-400000000056;ua;CATEGORY.EXPENSES;Expenses;Витрати;
550e8400-e29b-41d4-a716-400000000057;ua;CATEGORY.INCOMES;Incomes;Доходи;
550e8400-e29b-41d4-a716-400000000058;ua;CATEGORY.HOUSING;Housing;Житло;
550e8400-e29b-41d4-a716-400000000059;ua;CATEGORY.HOUSING.RENT;Rent;Оренда;
550e8400-e29b-41d4-a716-400000000060;ua;CATEGORY.HOUSING.MORTGAGE;Mortgage;Іпотека;
550e8400-e29b-41d4-a716-400000000061;ua;CATEGORY.HOUSING.PROPERTY_TAXES;Property taxes;Податки на нерухомість;
550e8400-e29b-41d4-a716-400000000062;ua;CATEGORY.HOUSING.HOME_MAINTENANCE;Home maintenance;Утримання будинку;
550e8400-e29b-41d4-a716-400000000063;ua;CATEGORY.HOUSING.UTILITIES;Utilities;Комунальні послуги;
550e8400-e29b-41d4-a716-400000000064;ua;CATEGORY.HOUSING.INTERNET_CABLE;Internet & cable;Інтернет та кабельне;
550e8400-e29b-41d4-a716-400000000065;ua;CATEGORY.HOUSING.HOME_INSURANCE;Home insurance;Страхування житла;
550e8400-e29b-41d4-a716-400000000066;ua;CATEGORY.TRANSPORTATION;Transportation;Транспорт;
550e8400-e29b-41d4-a716-400000000067;ua;CATEGORY.TRANSPORTATION.CAR_PAYMENTS;Car payments;Платежі за автомобіль;
550e8400-e29b-41d4-a716-400000000068;ua;CATEGORY.TRANSPORTATION.FUEL_GASOLINE;Fuel & gasoline;Паливо та бензин;
550e8400-e29b-41d4-a716-400000000069;ua;CATEGORY.TRANSPORTATION.VEHICLE_INSURANCE;Vehicle insurance;Страхування транспортного засобу;
550e8400-e29b-41d4-a716-400000000070;ua;CATEGORY.TRANSPORTATION.PUBLIC_TRANSPORTATION;Public transportation;Громадський транспорт;
550e8400-e29b-41d4-a716-400000000071;ua;CATEGORY.TRANSPORTATION.CAR_MAINTENANCE_REPAIRS;Car maintenance & repairs;Технічне обслуговування та ремонт автомобіля;
550e8400-e29b-41d4-a716-400000000072;ua;CATEGORY.TRANSPORTATION.PARKING_FEES;Parking fees;Плата за паркування;
550e8400-e29b-41d4-a716-400000000073;ua;CATEGORY.FOOD_GROCERIES;Food & groceries;Їжа та продукти;
550e8400-e29b-41d4-a716-400000000074;ua;CATEGORY.FOOD_GROCERIES.GROCERIES;Groceries;Продукти;
550e8400-e29b-41d4-a716-400000000075;ua;CATEGORY.FOOD_GROCERIES.DINING_OUT;Dining out;Харчування поза домом;
550e8400-e29b-41d4-a716-400000000076;ua;CATEGORY.FOOD_GROCERIES.MEAL_DELIVERY_SERVICES;Meal delivery services;Служби доставки їжі;
550e8400-e29b-41d4-a716-400000000077;ua;CATEGORY.HEALTHCARE_INSURANCE;Healthcare & insurance;Охорона здоров''я та страхування;
550e8400-e29b-41d4-a716-400000000078;ua;CATEGORY.HEALTHCARE_INSURANCE.HEALTH_INSURANCE;Health insurance;Медичне страхування;
550e8400-e29b-41d4-a716-400000000079;ua;CATEGORY.HEALTHCARE_INSURANCE.DOCTOR_VISITS;Doctor visits;Візити до лікаря;
550e8400-e29b-41d4-a716-400000000080;ua;CATEGORY.HEALTHCARE_INSURANCE.MEDICATIONS;Medications;Ліки;
550e8400-e29b-41d4-a716-400000000081;ua;CATEGORY.HEALTHCARE_INSURANCE.DENTAL_CARE;Dental care;Стоматологічна допомога;
550e8400-e29b-41d4-a716-400000000082;ua;CATEGORY.HEALTHCARE_INSURANCE.EYE_CARE;Eye care;Офтальмологічна допомога;
550e8400-e29b-41d4-a716-400000000083;ua;CATEGORY.PERSONAL_CARE;Personal care;Особиста гігієна;
550e8400-e29b-41d4-a716-400000000084;ua;CATEGORY.PERSONAL_CARE.CLOTHING_SHOES;Clothing & shoes;Одяг та взуття;
550e8400-e29b-41d4-a716-400000000085;ua;CATEGORY.PERSONAL_CARE.HAIRCUTS_BEAUTY;Haircuts & beauty;Стрижки та краса;
550e8400-e29b-41d4-a716-400000000086;ua;CATEGORY.PERSONAL_CARE.GYM_MEMBERSHIP;Gym membership;Абонемент у спортзал;
550e8400-e29b-41d4-a716-400000000087;ua;CATEGORY.PERSONAL_CARE.HYGIENE_PRODUCTS;Hygiene products;Гігієнічні засоби;
550e8400-e29b-41d4-a716-400000000088;ua;CATEGORY.DEBT_REPAYMENT;Debt repayment;Погашення боргу;
550e8400-e29b-41d4-a716-400000000089;ua;CATEGORY.DEBT_REPAYMENT.CREDIT_CARD_PAYMENTS;Credit card payments;Платежі за кредитними картками;
550e8400-e29b-41d4-a716-400000000090;ua;CATEGORY.DEBT_REPAYMENT.STUDENT_LOANS;Student loans;Студентські кредити;
550e8400-e29b-41d4-a716-400000000091;ua;CATEGORY.DEBT_REPAYMENT.PERSONAL_LOANS;Personal loans;Особисті кредити;
550e8400-e29b-41d4-a716-400000000092;ua;CATEGORY.DEBT_REPAYMENT.OTHER_DEBTS;Other debts;Інші борги;
550e8400-e29b-41d4-a716-400000000093;ua;CATEGORY.SAVINGS_INVESTMENTS;Savings & investments;Заощадження та інвестиції;
550e8400-e29b-41d4-a716-400000000094;ua;CATEGORY.SAVINGS_INVESTMENTS.RETIREMENT_CONTRIBUTIONS;Retirement contributions;Внески на пенсію;
550e8400-e29b-41d4-a716-400000000095;ua;CATEGORY.SAVINGS_INVESTMENTS.EMERGENCY_FUND_SAVINGS;Emergency fund savings;Заощадження на надзвичайні ситуації;
550e8400-e29b-41d4-a716-400000000096;ua;CATEGORY.SAVINGS_INVESTMENTS.INVESTMENT_CONTRIBUTIONS;Investment contributions;Інвестиційні внески;
550e8400-e29b-41d4-a716-400000000097;ua;CATEGORY.ENTERTAINMENT_RECREATION;Entertainment & recreation;Розваги та відпочинок;
550e8400-e29b-41d4-a716-400000000098;ua;CATEGORY.ENTERTAINMENT_RECREATION.MOVIES_CONCERTS_EVENTS;Movies, concerts & events;Фільми, концерти та заходи;
550e8400-e29b-41d4-a716-400000000099;ua;CATEGORY.ENTERTAINMENT_RECREATION.SUBSCRIPTIONS;Subscriptions;Підписки;
550e8400-e29b-41d4-a716-400000000100;ua;CATEGORY.ENTERTAINMENT_RECREATION.HOBBIES;Hobbies;Хобі;
550e8400-e29b-41d4-a716-400000000101;ua;CATEGORY.TRAVEL;Travel;Подорожі;
550e8400-e29b-41d4-a716-400000000102;ua;CATEGORY.TRAVEL.AIRLINE_TICKETS;Airline tickets;Авіаквитки;
550e8400-e29b-41d4-a716-400000000103;ua;CATEGORY.TRAVEL.HOTELS_ACCOMMODATIONS;Hotels & accommodations;Готелі та проживання;
550e8400-e29b-41d4-a716-400000000104;ua;CATEGORY.TRAVEL.VACATION_EXPENSES;Vacation expenses;Витрати на відпустку;
550e8400-e29b-41d4-a716-400000000105;ua;CATEGORY.EDUCATION;Education;Освіта;
550e8400-e29b-41d4-a716-400000000106;ua;CATEGORY.EDUCATION.TUITION_FEES;Tuition fees;Плата за навчання;
550e8400-e29b-41d4-a716-400000000107;ua;CATEGORY.EDUCATION.BOOKS_SUPPLIES;Books & supplies;Книги та приладдя;
550e8400-e29b-41d4-a716-400000000108;ua;CATEGORY.EDUCATION.COURSES_CERTIFICATIONS;Courses & certifications;Курси та сертифікації;
550e8400-e29b-41d4-a716-400000000109;ua;CATEGORY.CHILDCARE_EDUCATION;Childcare & education;Догляд за дітьми та освіта;
550e8400-e29b-41d4-a716-400000000110;ua;CATEGORY.CHILDCARE_EDUCATION.DAYCARE_FEES;Daycare fees;Плата за дитячий садок;
550e8400-e29b-41d4-a716-400000000111;ua;CATEGORY.CHILDCARE_EDUCATION.SCHOOL_SUPPLIES;School supplies;Шкільне приладдя;
550e8400-e29b-41d4-a716-400000000112;ua;CATEGORY.CHILDCARE_EDUCATION.AFTER_SCHOOL_PROGRAMS;After school programs;Післяшкільні програми;
550e8400-e29b-41d4-a716-400000000113;ua;CATEGORY.CHILDCARE_EDUCATION.CHILDRENS_ACTIVITIES;Children''s activities;Дитячі заходи;
550e8400-e29b-41d4-a716-400000000114;ua;CATEGORY.PETS;Pets;Домашні тварини;
550e8400-e29b-41d4-a716-400000000115;ua;CATEGORY.PETS.PET_FOOD;Pet food;Корм для тварин;
550e8400-e29b-41d4-a716-400000000116;ua;CATEGORY.PETS.VETERINARY_EXPENSES;Veterinary expenses;Витрати на ветеринара;
550e8400-e29b-41d4-a716-400000000117;ua;CATEGORY.PETS.PET_INSURANCE;Pet insurance;Страхування тварин;
550e8400-e29b-41d4-a716-400000000118;ua;CATEGORY.PETS.GROOMING;Grooming;Догляд за тваринами;
